name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,source_file,_file,file_path,route_1,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small_final_winner,small_final_time,route_2,quali_time_a,quali_time_b,boulder_score,boulder_rank,lead_score,lead_rank,processed_at,scoring_era
Phipps Georgia,USA,44.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Women,,1991-04-25,,/api/v1/events/100/result/5,,,,,,,,,,,1991-04-25_Wien_Lead_Women_no-round.csv,1991-04-25_Wien_Lead_Women_no-round.csv,1991/1991-04-25_Wien_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Lead_UIAA_Legacy_1991-2006
Kilchör Marie-Luise,SUI,20.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Women,,1991-04-25,,/api/v1/events/100/result/5,,,,,,,,,,,1991-04-25_Wien_Lead_Women_no-round.csv,1991-04-25_Wien_Lead_Women_no-round.csv,1991/1991-04-25_Wien_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Lead_UIAA_Legacy_1991-2006
Richer Natalie,FRA,18.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Women,,1991-04-25,,/api/v1/events/100/result/5,,,,,,,,,,,1991-04-25_Wien_Lead_Women_no-round.csv,1991-04-25_Wien_Lead_Women_no-round.csv,1991/1991-04-25_Wien_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Lead_UIAA_Legacy_1991-2006
Noel Pascale,LUX,18.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Women,,1991-04-25,,/api/v1/events/100/result/5,,,,,,,,,,,1991-04-25_Wien_Lead_Women_no-round.csv,1991-04-25_Wien_Lead_Women_no-round.csv,1991/1991-04-25_Wien_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Lead_UIAA_Legacy_1991-2006
Laffont Isabelle,FRA,17.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Women,,1991-04-25,,/api/v1/events/100/result/5,,,,,,,,,,,1991-04-25_Wien_Lead_Women_no-round.csv,1991-04-25_Wien_Lead_Women_no-round.csv,1991/1991-04-25_Wien_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Lead_UIAA_Legacy_1991-2006
Butler Felicity,GBR,16.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Women,,1991-04-25,,/api/v1/events/100/result/5,,,,,,,,,,,1991-04-25_Wien_Lead_Women_no-round.csv,1991-04-25_Wien_Lead_Women_no-round.csv,1991/1991-04-25_Wien_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Lead_UIAA_Legacy_1991-2006
Frühwald Gunda,GER,15.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Women,,1991-04-25,,/api/v1/events/100/result/5,,,,,,,,,,,1991-04-25_Wien_Lead_Women_no-round.csv,1991-04-25_Wien_Lead_Women_no-round.csv,1991/1991-04-25_Wien_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Lead_UIAA_Legacy_1991-2006
Labrune Corinne,FRA,13.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Women,,1991-04-25,,/api/v1/events/100/result/5,,,,,,,,,,,1991-04-25_Wien_Lead_Women_no-round.csv,1991-04-25_Wien_Lead_Women_no-round.csv,1991/1991-04-25_Wien_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Lead_UIAA_Legacy_1991-2006
Eisenhut Andrea,GER,12.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Women,,1991-04-25,,/api/v1/events/100/result/5,,,,,,,,,,,1991-04-25_Wien_Lead_Women_no-round.csv,1991-04-25_Wien_Lead_Women_no-round.csv,1991/1991-04-25_Wien_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Lead_UIAA_Legacy_1991-2006
Gardiner Jill,GBR,21.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Women,,1991-04-25,,/api/v1/events/100/result/5,,,,,,,,,,,1991-04-25_Wien_Lead_Women_no-round.csv,1991-04-25_Wien_Lead_Women_no-round.csv,1991/1991-04-25_Wien_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Lead_UIAA_Legacy_1991-2006
Chereshneva Venera,RUS,11.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Women,,1991-04-25,,/api/v1/events/100/result/5,,,,,,,,,,,1991-04-25_Wien_Lead_Women_no-round.csv,1991-04-25_Wien_Lead_Women_no-round.csv,1991/1991-04-25_Wien_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Lead_UIAA_Legacy_1991-2006
Brard Agnès,FRA,9.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Women,,1991-04-25,,/api/v1/events/100/result/5,,,,,,,,,,,1991-04-25_Wien_Lead_Women_no-round.csv,1991-04-25_Wien_Lead_Women_no-round.csv,1991/1991-04-25_Wien_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Lead_UIAA_Legacy_1991-2006
Gloesener Catherine,BEL,8.0,,UIAA Worldcup - Wien 1991,100,1991,Wien,Lead,Women,,1991-04-25,,/api/v1/events/100/result/5,,,,,,,,,,,1991-04-25_Wien_Lead_Women_no-round.csv,1991-04-25_Wien_Lead_Women_no-round.csv,1991/1991-04-25_Wien_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,2025-09-20 19:35:20.189328,Lead_UIAA_Legacy_1991-2006
