name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B,source_file
TAKEUCHI Emiko,USA,40,7.82,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Women,Qualification,2025-07-11,/api/v1/category_rounds/9408/results,/api/v1/events/1414/result/6,7.826,7.992,"2025-07-11_Chamonix, FRA_Speed_Women_Qualification.csv"
MARTÍNEZ VIDAL Carla,ESP,41,7.94,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Women,Qualification,2025-07-11,/api/v1/category_rounds/9408/results,/api/v1/events/1414/result/6,7.943,7.98,"2025-07-11_Chamonix, FRA_Speed_Women_Qualification.csv"
THOMAS Nele,GER,42,8.22,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Women,Qualification,2025-07-11,/api/v1/category_rounds/9408/results,/api/v1/events/1414/result/6,8.226,11.548,"2025-07-11_Chamonix, FRA_Speed_Women_Qualification.csv"
FIORIO Agnese,ITA,43,8.32,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Women,Qualification,2025-07-11,/api/v1/category_rounds/9408/results,/api/v1/events/1414/result/6,8.324,8.772,"2025-07-11_Chamonix, FRA_Speed_Women_Qualification.csv"
BAUMGARTNER Sabrina,VEN,44,8.44,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Women,Qualification,2025-07-11,/api/v1/category_rounds/9408/results,/api/v1/events/1414/result/6,8.44,8.537,"2025-07-11_Chamonix, FRA_Speed_Women_Qualification.csv"
GEBERT Abby,NZL,45,8.55,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Women,Qualification,2025-07-11,/api/v1/category_rounds/9408/results,/api/v1/events/1414/result/6,8.553,DNF,"2025-07-11_Chamonix, FRA_Speed_Women_Qualification.csv"
BALARSHINA Anna,KAZ,46,8.70,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Women,Qualification,2025-07-11,/api/v1/category_rounds/9408/results,/api/v1/events/1414/result/6,9.622,8.705,"2025-07-11_Chamonix, FRA_Speed_Women_Qualification.csv"
CHOW Sienna,CAN,47,8.72,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Women,Qualification,2025-07-11,/api/v1/category_rounds/9408/results,/api/v1/events/1414/result/6,9.318,8.726,"2025-07-11_Chamonix, FRA_Speed_Women_Qualification.csv"
VILLENEUVE Elise,CAN,48,8.93,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Women,Qualification,2025-07-11,/api/v1/category_rounds/9408/results,/api/v1/events/1414/result/6,9.081,8.933,"2025-07-11_Chamonix, FRA_Speed_Women_Qualification.csv"
RANGI Jorja,NZL,49,9.04,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Women,Qualification,2025-07-11,/api/v1/category_rounds/9408/results,/api/v1/events/1414/result/6,9.085,9.043,"2025-07-11_Chamonix, FRA_Speed_Women_Qualification.csv"
PANNU Shivpreet,IND,50,9.20,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Women,Qualification,2025-07-11,/api/v1/category_rounds/9408/results,/api/v1/events/1414/result/6,9.206,13.435,"2025-07-11_Chamonix, FRA_Speed_Women_Qualification.csv"
MACIAS FERREIRA Valeria,MEX,51,9.25,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Women,Qualification,2025-07-11,/api/v1/category_rounds/9408/results,/api/v1/events/1414/result/6,10.274,9.256,"2025-07-11_Chamonix, FRA_Speed_Women_Qualification.csv"
HAMILTON Ava,GBR,52,9.72,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Women,Qualification,2025-07-11,/api/v1/category_rounds/9408/results,/api/v1/events/1414/result/6,10.164,9.722,"2025-07-11_Chamonix, FRA_Speed_Women_Qualification.csv"
HWANG Jimin,KOR,53,10.38,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Women,Qualification,2025-07-11,/api/v1/category_rounds/9408/results,/api/v1/events/1414/result/6,DNF,10.387,"2025-07-11_Chamonix, FRA_Speed_Women_Qualification.csv"
RIVEROS Anahí,CHI,54,FALSE START,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Speed,Women,Qualification,2025-07-11,/api/v1/category_rounds/9408/results,/api/v1/events/1414/result/6,DNS,DNS,"2025-07-11_Chamonix, FRA_Speed_Women_Qualification.csv"
